UF;Rodovia;Sentido;Alta;Média;Baixa;Latitude;Longitude
PR;BR-153;Crescente;;;X;-23.3847991;-50.060047
PR;BR-153;Crescente;;;X;-23.3891466;-50.0586797
PR;BR-153;Crescente;;;X;-23.397785;-50.0589186
PR;BR-153;Crescente;;;X;-23.4048582;-50.0648133
PR;BR-153;Crescente;X;;;-23.4126943;-50.0696013
PR;BR-153;Crescente;X;;;-23.4213847;-50.0721331
PR;BR-153;Crescente;X;;;-23.4292329;-50.0769553
PR;BR-153;Crescente;;X;;-23.435754;-50.0837659
PR;BR-153;Crescente;;;X;-23.4421567;-50.0906615
PR;BR-153;Crescente;;X;;-23.4485815;-50.0975809
PR;BR-153;Crescente;;;X;-23.4560497;-50.1023474
PR;BR-153;Crescente;;;X;-23.4648348;-50.1001502
PR;BR-153;Crescente;;;X;-23.4736861;-50.0987768
PR;BR-153;Crescente;;;X;-23.4821094;-50.102336
PR;BR-153;Crescente;;;X;-23.4956549;-50.10772
PR;BR-153;Crescente;;X;;-23.4990439;-50.1087076
PR;BR-153;Crescente;;;X;-23.5107363;-50.1126865
PR;BR-153;Crescente;;;;-23.5158967;-50.1144486
PR;BR-153;Crescente;;;;-23.5244893;-50.1173648
PR;BR-153;Crescente;;;X;-23.533098;-50.1202937
PR;BR-153;Crescente;;X;;-23.5415376;-50.1236648
PR;BR-153;Crescente;X;;;-23.5491875;-50.1288497
PR;BR-153;Crescente;;X;;-23.5546053;-50.1364087
PR;BR-153;Crescente;;X;;-23.5616044;-50.1424171
PR;BR-153;Crescente;;X;;-23.5699296;-50.1441173
PR;BR-153;Crescente;;X;;-23.5779741;-50.1473191
PR;BR-153;Crescente;;;X;-23.5865672;-50.1444672
PR;BR-153;Crescente;;X;;-23.5951881;-50.1438186
PR;BR-153;Crescente;;;X;-23.6039792;-50.144748
PR;BR-153;Crescente;;X;;-23.6129343;-50.1440758
PR;BR-153;Crescente;;;;-23.6276057;-50.1476853
PR;BR-153;Crescente;;;;-23.6302701;-50.1482823
PR;BR-153;Crescente;;;;-23.6386509;-50.1518909
PR;BR-153;Crescente;;;;-23.6476722;-50.1525034
PR;BR-153;Crescente;;;X;-23.6567065;-50.1531078
PR;BR-153;Crescente;;;X;-23.6653637;-50.1556565
PR;BR-153;Crescente;;;;-23.6725095;-50.1616823
PR;BR-153;Crescente;;;X;-23.6794559;-50.167976
PR;BR-153;Crescente;;;;-23.6877436;-50.1714749
PR;BR-153;Crescente;;;X;-23.6960028;-50.1754166
PR;BR-153;Crescente;;;;-23.7045962;-50.1746811
PR;BR-153;Crescente;;;;-23.7130006;-50.1771932
PR;BR-153;Crescente;;;;-23.7217352;-50.1763331
PR;BR-153;Crescente;;;;-23.730195;-50.1783299
PR;BR-153;Crescente;;X;;-23.7375097;-50.1832303
PR;BR-153;Crescente;;;;-23.7465442;-50.1832843
PR;BR-153;Crescente;;;X;-23.7555445;-50.1840616
PR;BR-153;Crescente;;;X;-23.7657862;-50.1876735
PR;BR-153;Crescente;;;;-23.7726741;-50.18561
PR;BR-153;Crescente;;;;-23.7810486;-50.1873546
PR;BR-153;Crescente;;;X;-23.7898064;-50.1876514
PR;BR-153;Crescente;;;;-23.7967557;-50.1813695
PR;BR-153;Crescente;;;;-23.8053764;-50.1786249
PR;BR-153;Crescente;X;;;-23.8141395;-50.1791975
PR;BR-153;Crescente;;;;-23.8223008;-50.1835199
PR;BR-153;Crescente;;;X;-23.8303974;-50.1879423
PR;BR-153;Crescente;;X;;-23.8380397;-50.1930656
PR;BR-153;Crescente;;;;-23.8467952;-50.1929458
PR;BR-153;Crescente;X;;;-23.8555037;-50.1940189
PR;BR-153;Crescente;;;;-23.8664415;-50.2012464
PR;BR-153;Crescente;;;;-23.8736864;-50.2027785
PR;BR-153;Crescente;;;;-23.8786455;-50.2048097
PR;BR-153;Crescente;;;X;-23.8870691;-50.2029242
PR;BR-153;Crescente;;;;-23.9032693;-50.2055869
PR;BR-153;Crescente;;;;-23.9041509;-50.2057708
PR;BR-153;Crescente;;;X;-23.9112819;-50.2112865
PR;BR-153;Crescente;;;X;-23.9160146;-50.2195161
PR;BR-153;Crescente;;;X;-23.9181613;-50.2287364
PR;BR-153;Crescente;;;X;-23.9236505;-50.2347874
PR;BR-153;Crescente;X;;;-23.9313097;-50.2384573
PR;BR-153;Crescente;X;;;-23.9391275;-50.2379028
PR;BR-153;Crescente;X;;;-23.9475353;-50.2386432
PR;BR-153;Crescente;X;;;-23.9562704;-50.2373067
PR;BR-153;Crescente;X;;;-23.9634781;-50.2346965
PR;BR-153;Crescente;X;;;-23.9716353;-50.2341313
PR;BR-153;Crescente;;;;-23.9799866;-50.2352629
PR;BR-153;Crescente;;;X;-23.9887547;-50.2367776
PR;BR-153;Crescente;;X;;-23.9971196;-50.239409
PR;BR-153;Crescente;;;X;-24.0048992;-50.242135
PR;BR-153;Crescente;;;X;-24.0095672;-50.2503813
PR;BR-153;Crescente;;;;-24.0177715;-50.2520636
PR;BR-153;Crescente;;;X;-24.026081;-50.2482219
PR;BR-153;Crescente;;;;-24.0348254;-50.2472906
PR;BR-153;Crescente;;;;-24.0426067;-50.2502548
PR;BR-153;Crescente;;;X;-24.0480992;-50.247587
PR;BR-153;Crescente;;;;-24.0552183;-50.2528231
PR;BR-153;Crescente;;;;-24.0634096;-50.2530794
PR;BR-153;Crescente;;;;-24.0718001;-50.2522872
PR;BR-153;Crescente;X;;;-24.0799428;-50.2490136
PR;BR-153;Crescente;X;;;-24.0877015;-50.2454784
PR;BR-153;Crescente;X;;;-24.0958729;-50.2447181
PR;BR-153;Crescente;;;;-24.1045368;-50.2466456
PR;BR-153;Crescente;;;;-24.1123407;-50.2430088
PR;BR-153;Crescente;;;;-24.1188905;-50.2402399
PR;BR-153;Crescente;;;;-24.1256851;-50.2371458
PR;BR-153;Crescente;;;X;-24.1326506;-50.2315225
PR;BR-153;Crescente;;;;-24.1404741;-50.2269595
PR;BR-153;Crescente;;;X;-24.1484649;-50.2226809
PR;BR-153;Crescente;;;X;-24.1571676;-50.2237685
PR;BR-153;Crescente;;;X;-24.1653642;-50.2220247
PR;BR-153;Crescente;;;X;-24.1732649;-50.2195675
PR;BR-153;Crescente;;;;-24.1796977;-50.2131775
PR;BR-153;Crescente;;;;-24.1876048;-50.2106351
PR;BR-153;Crescente;;;;-24.194613;-50.2125035
PR;BR-153;Crescente;;;;-24.202484;-50.2170325
PR;BR-153;Crescente;;;;-24.2100212;-50.2135135
PR;BR-153;Crescente;;;;-24.2181855;-50.2113695
PR;BR-153;Crescente;;;;-24.2257266;-50.2142215
PR;BR-153;Crescente;;;;-24.2289633;-50.2231698
PR;BR-153;Crescente;;X;;-24.2352701;-50.2327313
PR;BR-153;Crescente;;X;;-24.2397634;-50.2358075
PR;BR-153;Crescente;;;X;-24.2436293;-50.2442216
PR;BR-153;Crescente;;;;-24.2492092;-50.2491353
PR;BR-153;Crescente;;;;-24.2573393;-50.2486134
PR;BR-153;Crescente;;;;-24.2658068;-50.2489214
PR;BR-153;Crescente;;;X;-24.27309;-50.2545931
PR;BR-153;Crescente;;;X;-24.2806561;-50.259708
PR;BR-153;Crescente;;;X;-24.2874439;-50.2659017
PR;BR-153;Crescente;;;X;-24.2930608;-50.27349
PR;BR-153;Crescente;;;;-24.2975355;-50.2819544
PR;BR-153;Crescente;X;;;-24.3020417;-50.2904115
PR;BR-153;Crescente;X;;;-24.3069774;-50.2985111
PR;BR-153;Crescente;X;;;-24.3134988;-50.3051768
PR;BR-153;Crescente;X;;;-24.3210436;-50.3097073
PR;BR-153;Crescente;;;X;-24.3284048;-50.3046839
PR;BR-153;Crescente;;X;;-24.3368927;-50.3039296
PR;BR-153;Crescente;;;;-24.3444686;-50.3090976
PR;BR-153;Crescente;;;X;-24.3520248;-50.3143061
PR;BR-153;Crescente;;X;;-24.3595662;-50.3195176
PR;BR-153;Crescente;X;;;-24.36712;-50.3247275
PR;BR-153;Crescente;;X;;-24.3756448;-50.3263856
PR;BR-153;Crescente;X;;;-24.3827181;-50.3319668
PR;BR-153;Crescente;;;;-24.3908468;-50.335974
PR;BR-153;Crescente;;X;;-24.3989247;-50.3381114
PR;BR-153;Crescente;;;X;-24.4060013;-50.3437083
PR;BR-153;Crescente;X;;;-24.4082228;-50.3527175
PR;BR-153;Crescente;;X;;-24.4104142;-50.3609057
PR;BR-153;Crescente;;;X;-24.4162069;-50.3672307
PR;BR-153;Crescente;;;;-24.4226215;-50.3740119
PR;BR-153;Crescente;;;;-24.4226086;-50.3834915
PR;BR-153;Crescente;;X;;-24.4229303;-50.3932478
PR;BR-153;Crescente;X;;;-24.4278087;-50.4012111
PR;BR-153;Crescente;X;;;-24.4312234;-50.4102579
PR;BR-153;Crescente;;;X;-24.4356585;-50.4187258
PR;BR-153;Crescente;;;;-24.4428576;-50.423256
PR;BR-153;Crescente;;;;-24.4517445;-50.4235937
PR;BR-153;Crescente;;;X;-24.4599553;-50.4263075
PR;BR-153;Crescente;;;;-24.4638225;-50.435127
PR;BR-153;Crescente;X;;;-24.4693967;-50.4425767
PR;BR-153;Crescente;;;;-24.477244;-50.4453516
PR;BR-153;Crescente;;;;-24.484626;-50.439985
PR;BR-153;Crescente;;;X;-24.4918901;-50.4413849
PR;BR-153;Crescente;;;;-24.5011036;-50.4447909
PR;BR-153;Crescente;;;;-24.5063943;-50.4414565
PR;BR-153;Crescente;;;;-24.5133563;-50.4372001
PR;BR-153;Crescente;;;X;-24.5213663;-50.4386717
PR;BR-153;Crescente;;X;;-24.5267687;-50.4463022
PR;BR-153;Crescente;;;X;-24.5351253;-50.4473216
PR;BR-153;Crescente;;X;;-24.5435471;-50.449036
PR;BR-153;Crescente;;;;-24.5508038;-50.4548225
PR;BR-153;Crescente;X;;;-24.5589274;-50.4548708
PR;BR-153;Crescente;;X;;-24.5676544;-50.452971
PR;BR-153;Crescente;;;;-24.5763077;-50.4504203
PR;BR-153;Crescente;;;X;-24.5804803;-50.4425911
PR;BR-153;Crescente;;;;-24.5869848;-50.4367837
PR;BR-153;Crescente;;;;-24.5959252;-50.4374946
PR;BR-153;Crescente;;;X;-24.6044477;-50.4400253
PR;BR-153;Crescente;;;X;-24.6122825;-50.4448692
PR;BR-153;Crescente;;;;-24.6200959;-50.4496902
PR;BR-153;Crescente;;;;-24.6280651;-50.4542163
PR;BR-153;Crescente;;;X;-24.6342094;-50.4607978
PR;BR-153;Crescente;;X;;-24.6419769;-50.4565981
PR;BR-153;Crescente;;;X;-24.6500304;-50.453132
PR;BR-153;Crescente;;;;-24.6589053;-50.4524337
PR;BR-153;Crescente;;;;-24.6675855;-50.452949
PR;BR-153;Crescente;;;X;-24.6755601;-50.4500185
PR;BR-153;Crescente;;;;-24.6826127;-50.4441714
PR;BR-153;Crescente;;;;-24.6904538;-50.4401672
PR;BR-153;Crescente;;;;-24.697341;-50.4458293
PR;BR-153;Crescente;;;;-24.705807;-50.4490275
PR;BR-153;Crescente;;;;-25.2575167;-50.6405419
PR;BR-153;Crescente;;;;-25.265941;-50.6396519
PR;BR-153;Crescente;;;X;-25.2749382;-50.6390615
PR;BR-153;Crescente;X;;;-25.2839054;-50.6395867
PR;BR-153;Crescente;;;;-25.292747;-50.6373707
PR;BR-153;Crescente;;;;-25.3016187;-50.6367781
PR;BR-153;Crescente;;;X;-25.3102134;-50.6340525
PR;BR-153;Crescente;;;X;-25.3192151;-50.6329969
PR;BR-153;Crescente;;;;-25.328169;-50.6344608
PR;BR-153;Crescente;;;;-25.3371369;-50.635875
PR;BR-153;Crescente;;;;-25.3461534;-50.6349765
PR;BR-153;Crescente;;;;-25.3551485;-50.6339555
PR;BR-153;Crescente;;;;-25.3641491;-50.6329084
PR;BR-153;Crescente;;;X;-25.3695626;-50.6255568
PR;BR-153;Crescente;;X;;-25.3773246;-50.6228738
PR;BR-153;Crescente;X;;;-25.3854255;-50.6191055
PR;BR-153;Crescente;X;;;-25.3936355;-50.6159396
PR;BR-153;Crescente;X;;;-25.4012666;-50.6105647
PR;BR-153;Crescente;X;;;-25.409685;-50.6102354
PR;BR-153;Crescente;X;;;-25.417898;-50.606827
PR;BR-153;Crescente;X;;;-25.426514;-50.6097428
PR;BR-153;Crescente;X;;;-25.4354324;-50.6113882
PR;BR-153;Crescente;;;;-25.446972;-50.6158503
PR;BR-153;Crescente;;;X;-25.4539497;-50.619176
PR;BR-153;Crescente;;;;-25.464995;-50.6293372
PR;BR-153;Crescente;;;X;-25.4711021;-50.6353898
PR;BR-153;Crescente;;;;-25.4786087;-50.6400634
PR;BR-153;Crescente;;X;;-25.4868853;-50.6432957
PR;BR-153;Crescente;X;;;-25.4949612;-50.6472209
PR;BR-153;Crescente;X;;;-25.5035899;-50.6502867
PR;BR-153;Crescente;X;;;-25.512231;-50.6533101
PR;BR-153;Crescente;;;;-25.5211381;-50.6541757
PR;BR-153;Crescente;;X;;-25.5309474;-50.6541788
PR;BR-153;Crescente;X;;;-25.5382075;-50.6579775
PR;BR-153;Crescente;X;;;-25.5439958;-50.6654943
PR;BR-153;Crescente;X;;;-25.5516821;-50.6707821
PR;BR-153;Crescente;X;;;-25.5588246;-50.6768061
PR;BR-153;Crescente;X;;;-25.5672681;-50.6795704
PR;BR-153;Crescente;X;;;-25.5761186;-50.6808259
PR;BR-153;Crescente;;;X;-25.5848514;-50.6833571
PR;BR-153;Crescente;X;;;-25.5929845;-50.6868639
PR;BR-153;Crescente;X;;;-25.605162;-50.6932174
PR;BR-153;Crescente;;X;;-25.6071921;-50.697705
PR;BR-153;Crescente;X;;;-25.6147376;-50.7025105
PR;BR-153;Crescente;X;;;-25.6220396;-50.7077257
PR;BR-153;Crescente;X;;;-25.6256493;-50.7162657
PR;BR-153;Crescente;X;;;-25.6287295;-50.7251862
PR;BR-153;Crescente;X;;;-25.6367513;-50.7283011
PR;BR-153;Crescente;X;;;-25.6515439;-50.7313224
PR;BR-153;Crescente;X;;;-25.6542171;-50.7310864
PR;BR-153;Crescente;X;;;-25.6616177;-50.7345441
PR;BR-153;Crescente;X;;;-25.6663588;-50.7429726
PR;BR-153;Crescente;X;;;-25.6725456;-50.7498245
PR;BR-153;Crescente;;;;-25.6793199;-50.7560807
PR;BR-153;Crescente;;;;-25.6854239;-50.763455
PR;BR-153;Crescente;;;;-25.6915021;-50.7708234
PR;BR-153;Crescente;;;;-25.6985495;-50.7769679
PR;BR-153;Crescente;;;;-25.7064102;-50.7836082
PR;BR-153;Crescente;;;X;-25.713569;-50.7863225
PR;BR-153;Crescente;;;;-25.7196423;-50.7928018
PR;BR-153;Crescente;;;X;-25.7270729;-50.7967842
PR;BR-153;Crescente;;;;-25.7342434;-50.8013027
PR;BR-153;Crescente;X;;;-25.7403863;-50.8063774
PR;BR-153;Crescente;X;;;-25.7448367;-50.814185
PR;BR-153;Crescente;X;;;-25.7496177;-50.8216911
PR;BR-153;Crescente;X;;;-25.7534108;-50.8300261
PR;BR-153;Crescente;X;;;-25.7557193;-50.8388339
PR;BR-153;Crescente;X;;;-25.7618767;-50.8448838
PR;BR-153;Crescente;X;;;-25.7701863;-50.846338
PR;BR-153;Crescente;X;;;-25.7783884;-50.8474825
PR;BR-153;Crescente;X;;;-25.786073;-50.8508791
PR;BR-153;Crescente;X;;;-25.79454;-50.8514519
PR;BR-153;Crescente;X;;;-25.8025994;-50.8500184
PR;BR-153;Crescente;X;;;-25.8108621;-50.8489976
PR;BR-153;Crescente;X;;;-25.8170025;-50.8434853
PR;BR-153;Crescente;X;;;-25.8236341;-50.8389653
PR;BR-153;Crescente;X;;;-25.83211;-50.8391014
PR;BR-153;Crescente;X;;;-25.8403775;-50.8372973
PR;BR-153;Crescente;X;;;-25.8474208;-50.8397429
PR;BR-153;Crescente;X;;;-25.8555791;-50.8421998
PR;BR-153;Crescente;;;;-25.8621555;-50.8369986
PR;BR-153;Crescente;;;;-25.8699735;-50.8346157
PR;BR-153;Crescente;;;;-25.8849053;-50.8378859
PR;BR-153;Crescente;;;;-25.8867178;-50.8382895
PR;BR-153;Crescente;;;;-25.8960207;-50.8354223
PR;BR-153;Crescente;;;;-25.9047011;-50.8356451
PR;BR-153;Crescente;;;;-25.9116462;-50.8431306
PR;BR-153;Crescente;;;;-25.9191119;-50.8480263
PR;BR-153;Crescente;;;;-25.9264749;-50.8545903
PR;BR-153;Crescente;;;;-25.9349883;-50.8590028
PR;BR-153;Crescente;;;;-25.9434628;-50.85459
PR;BR-153;Crescente;;;;-25.9477333;-50.8455173
PR;BR-153;Crescente;X;;;-25.9572598;-50.8438603
PR;BR-153;Crescente;X;;;-25.965043;-50.8399957
PR;BR-153;Crescente;;;;-25.9747128;-50.8392728
PR;BR-153;Crescente;;;;-25.9844698;-50.8390913
PR;BR-153;Crescente;;;X;-25.993178;-50.8386798
PR;BR-153;Crescente;;;;-26.0023509;-50.840387
PR;BR-153;Crescente;;;X;-26.0118706;-50.8385808
PR;BR-153;Crescente;X;;;-26.0211643;-50.8352532
PR;BR-153;Crescente;;;X;-26.0304205;-50.8343756
PR;BR-153;Crescente;;X;;-26.0452365;-50.8245308
PR;BR-153;Crescente;X;;;-26.0458601;-50.8238038
PR;BR-153;Crescente;;;;-26.0520913;-50.8165248
PR;BR-153;Crescente;;;X;-26.0641906;-50.8062585
PR;BR-153;Crescente;;;X;-26.0679067;-50.8008311
PR;BR-153;Crescente;;X;;-26.0716538;-50.7970666
PR;BR-153;Crescente;;X;;-26.0768387;-50.7889199
PR;BR-153;Crescente;X;;;-26.0839084;-50.7826989
PR;BR-153;Crescente;X;;;-26.0935365;-50.7776127
PR;BR-153;Crescente;X;;;-26.0927465;-50.7812242
PR;BR-153;Crescente;X;;;-26.0953909;-50.7905731
PR;BR-153;Crescente;;X;;-26.1005423;-50.7986857
PR;BR-153;Crescente;X;;;-26.1056135;-50.8069218
PR;BR-153;Crescente;X;;;-26.1115934;-50.81416
PR;BR-153;Crescente;X;;;-26.117457;-50.8215409
PR;BR-153;Crescente;X;;;-26.1197455;-50.8310009
PR;BR-153;Crescente;X;;;-26.1212768;-50.8408352
PR;BR-153;Crescente;X;;;-26.1267496;-50.8486884
PR;BR-153;Crescente;;;;-26.1319459;-50.8568256
PR;BR-153;Crescente;;X;;-26.1374758;-50.864679
PR;BR-153;Crescente;;X;;-26.1444727;-50.870907
PR;BR-153;Crescente;X;;;-26.1519868;-50.8776812
PR;BR-153;Crescente;;X;;-26.1581003;-50.8848184
PR;BR-153;Crescente;;X;;-26.1622175;-50.8928097
PR;BR-153;Crescente;X;;;-26.1673802;-50.9009688
PR;BR-153;Crescente;;X;;-26.1719846;-50.9126122
PR;BR-153;Crescente;X;;;-26.1769803;-50.91784
PR;BR-153;Crescente;X;;;-26.1816201;-50.9261067
PR;BR-153;Crescente;X;;;-26.1802136;-50.9354356
PR;BR-153;Crescente;;X;;-26.1837497;-50.9433478
PR;BR-153;Crescente;X;;;-26.1794362;-50.951758
PR;BR-153;Crescente;X;;;-26.1818765;-50.9610211
PR;BR-153;Crescente;X;;;-26.184084;-50.970197
PR;BR-153;Crescente;;X;;-26.1907581;-50.9768137
PR;BR-153;Crescente;X;;;-26.1969457;-50.983691
PR;BR-153;Crescente;X;;;-26.1977179;-50.9936035
PR;BR-153;Crescente;;X;;-26.1980105;-51.0035454
PR;BR-153;Crescente;;;X;-26.1966662;-51.0133927
PR;BR-153;Crescente;;;;-26.1961458;-51.0233277
PR;BR-153;Crescente;X;;;-26.1968056;-51.0332669
PR;BR-153;Crescente;;X;;-26.1974155;-51.0432169
PR;BR-153;Crescente;X;;;-26.2011871;-51.0599767
PR;BR-153;Crescente;X;;;-26.2005467;-51.0618835
PR;BR-153;Crescente;X;;;-26.1980207;-51.071217
PR;BR-153;Crescente;X;;;-26.196177;-51.0808101
PR;BR-153;Crescente;X;;;-26.1975203;-51.0901952
PR;BR-153;Crescente;X;;;-26.1967167;-51.099053
PR;BR-153;Crescente;X;;;-26.202655;-51.1130092
PR;BR-153;Crescente;X;;;-26.2087567;-51.1157706
PR;BR-153;Crescente;X;;;-26.2102363;-51.119601
PR;BR-153;Crescente;X;;;-26.2175095;-51.130974
PR;BR-153;Crescente;X;;;-26.2222834;-51.1337961
PR;BR-153;Crescente;X;;;-26.2288604;-51.1402259
PR;BR-153;Crescente;X;;;-26.2336617;-51.1480018
PR;BR-153;Crescente;X;;;-26.2379383;-51.1565341
PR;BR-153;Crescente;;;;-26.2460326;-51.1608601
PR;BR-153;Crescente;X;;;-26.2546426;-51.1634783
PR;BR-153;Crescente;X;;;-26.2612318;-51.1696745
PR;BR-153;Crescente;X;;;-26.2690946;-51.1744891
PR;BR-153;Crescente;;X;;-26.2764269;-51.1803407
PR;BR-153;Crescente;;;;-26.2820787;-51.188008
PR;BR-153;Crescente;X;;;-26.2849342;-51.1971695
PR;BR-153;Crescente;;X;;-26.2923824;-51.2020993
PR;BR-153;Crescente;;X;;-26.2989358;-51.2080076
PR;BR-153;Crescente;X;;;-26.3064022;-51.2133524
PR;BR-153;Crescente;X;;;-26.3138125;-51.2190422
PR;BR-153;Crescente;X;;;-26.3216347;-51.2239322
PR;BR-153;Crescente;X;;;-26.3249957;-51.2324329
PR;BR-153;Crescente;X;;;-26.3273952;-51.2418872
PR;BR-153;Crescente;X;;;-26.3322099;-51.2499884
PR;BR-153;Crescente;X;;;-26.3397313;-51.2550934
PR;BR-153;Crescente;;;X;-26.3470347;-51.2526013
PR;BR-153;Crescente;;X;;-26.3543968;-51.2539496
PR;BR-153;Crescente;X;;;-26.3617059;-51.2595539
PR;BR-153;Crescente;X;;;-26.3699715;-51.2565995
PR;BR-153;Crescente;X;;;-26.3774281;-51.2604797
PR;BR-153;Crescente;;;;-26.3863126;-51.2721559
PR;BR-153;Crescente;;;;-26.3877183;-51.2758109
PR;BR-153;Crescente;;;;-26.3953653;-51.2793494
PR;BR-153;Crescente;;;;-26.400663;-51.2872326
PR;BR-153;Crescente;;;;-26.4084146;-51.287149
PR;BR-153;Crescente;;;;-26.4162453;-51.2869009
PR;BR-153;Crescente;;;;-26.4183093;-51.2965299
PR;BR-153;Crescente;;;;-26.4229602;-51.305016
PR;BR-153;Crescente;X;;;-26.4291555;-51.3135009
PR;BR-153;Crescente;X;;;-26.4342933;-51.319833
PR;BR-153;Crescente;X;;;-26.4431721;-51.3186237
PR;BR-153;Crescente;X;;;-26.4509091;-51.3198293
PR;BR-153;Crescente;X;;;-26.4594219;-51.3231607
PR;BR-153;Crescente;;X;;-26.4676412;-51.3261952
PR;BR-153;Crescente;;X;;-26.4761873;-51.3280813
PR;BR-153;Crescente;;X;;-26.4834597;-51.3324632
PR;BR-153;Crescente;X;;;-26.4892181;-51.3398941
PR;BR-153;Crescente;X;;;-26.495054;-51.3474144
PR;BR-153;Crescente;;;X;-26.5038957;-51.3486409
PR;BR-153;Crescente;X;;;-26.5105875;-51.3554322
PR;BR-153;Crescente;;X;;-26.519244;-51.3568771
PR;BR-153;Crescente;;X;;-26.5273122;-51.359031
PR;BR-153;Crescente;X;;;-26.5297824;-51.3687063
PR;BR-153;Crescente;X;;;-26.5348251;-51.376832
PR;BR-153;Crescente;X;;;-26.5388154;-51.3858979
PR;BR-153;Crescente;;X;;-26.5418902;-51.3942025
PR;BR-153;Crescente;;;;-26.5414503;-51.4039096
PR;BR-153;Crescente;;;X;-26.5384949;-51.4129684
PR;BR-153;Crescente;X;;;-26.5377171;-51.4229857
PR;BR-153;Crescente;X;;;-26.5450323;-51.4284975
PR;BR-153;Crescente;X;;;-26.5505109;-51.4358353
PR;BR-153;Crescente;X;;;-26.5569628;-51.4422525
PR;BR-153;Crescente;X;;;-26.5656826;-51.4450585
PR;BR-153;Crescente;X;;;-26.5745606;-51.446886
PR;BR-153;Crescente;X;;;-26.5829355;-51.450024
PR;BR-153;Crescente;X;;;-26.5910617;-51.4534386
PR;BR-153;Crescente;X;;;-26.5954539;-51.4620083
PR;BR-153;Crescente;X;;;-26.6030388;-51.4654949
PR;BR-153;Crescente;;X;;-26.609169;-51.4788406
PR;BR-153;Crescente;X;;;-26.6102722;-51.4839685
PR;BR-153;Decrescente;;;;-26.6121719;-51.4923224
PR;BR-153;Decrescente;X;;;-26.6102865;-51.4839456
PR;BR-153;Decrescente;X;;;-26.6080046;-51.4739443
PR;BR-153;Decrescente;X;;;-26.6030727;-51.4654565
PR;BR-153;Decrescente;X;;;-26.5954863;-51.4619405
PR;BR-153;Decrescente;X;;;-26.5910492;-51.4534117
PR;BR-153;Decrescente;X;;;-26.5829204;-51.4500175
PR;BR-153;Decrescente;X;;;-26.5745581;-51.4467988
PR;BR-153;Decrescente;X;;;-26.5656676;-51.4450088
PR;BR-153;Decrescente;X;;;-26.5570148;-51.4420984
PR;BR-153;Decrescente;X;;;-26.5506746;-51.4356934
PR;BR-153;Decrescente;X;;;-26.5452454;-51.4280557
PR;BR-153;Decrescente;X;;;-26.5376673;-51.4229748
PR;BR-153;Decrescente;X;;;-26.5385736;-51.4129456
PR;BR-153;Decrescente;;X;;-26.541497;-51.4039137
PR;BR-153;Decrescente;X;;;-26.5420189;-51.3941449
PR;BR-153;Decrescente;X;;;-26.5389086;-51.3858204
PR;BR-153;Decrescente;;;X;-26.5348003;-51.3768219
PR;BR-153;Decrescente;;;X;-26.5298301;-51.3686635
PR;BR-153;Decrescente;X;;;-26.5273496;-51.3589825
PR;BR-153;Decrescente;;X;;-26.5192412;-51.3568111
PR;BR-153;Decrescente;;X;;-26.510619;-51.3553832
PR;BR-153;Decrescente;X;;;-26.5039004;-51.3485787
PR;BR-153;Decrescente;;X;;-26.4950837;-51.3472384
PR;BR-153;Decrescente;;X;;-26.489165;-51.3398933
PR;BR-153;Decrescente;X;;;-26.4834687;-51.3324274
PR;BR-153;Decrescente;;X;;-26.4761224;-51.328116
PR;BR-153;Decrescente;X;;;-26.467695;-51.3261422
PR;BR-153;Decrescente;;;;-26.45942;-51.3230396
PR;BR-153;Decrescente;;X;;-26.4508799;-51.3198052
PR;BR-153;Decrescente;;;;-26.4431486;-51.3186528
PR;BR-153;Decrescente;;;;-26.434292;-51.3197219
PR;BR-153;Decrescente;;;X;-26.4286179;-51.3126741
PR;BR-153;Decrescente;;;X;-26.4230169;-51.3049563
PR;BR-153;Decrescente;;;X;-26.4183115;-51.2965044
PR;BR-153;Decrescente;;;;-26.4162742;-51.2868702
PR;BR-153;Decrescente;;;X;-26.4083581;-51.2870452
PR;BR-153;Decrescente;;;X;-26.4006155;-51.287227
PR;BR-153;Decrescente;;X;;-26.3953621;-51.2793001
PR;BR-153;Decrescente;X;;;-26.3877398;-51.2757797
PR;BR-153;Decrescente;X;;;-26.38348;-51.2670784
PR;BR-153;Decrescente;;X;;-26.3773962;-51.2604686
PR;BR-153;Decrescente;;;;-26.3699581;-51.2565853
PR;BR-153;Decrescente;;X;;-26.3617067;-51.2595101
PR;BR-153;Decrescente;X;;;-26.3544361;-51.2538583
PR;BR-153;Decrescente;X;;;-26.3469574;-51.2525795
PR;BR-153;Decrescente;X;;;-26.3397038;-51.2551237
PR;BR-153;Decrescente;X;;;-26.3321993;-51.249965
PR;BR-153;Decrescente;;X;;-26.3274099;-51.2418492
PR;BR-153;Decrescente;X;;;-26.3250617;-51.2323796
PR;BR-153;Decrescente;;;X;-26.3216638;-51.2238428
PR;BR-153;Decrescente;;;;-26.31361;-51.2188176
PR;BR-153;Decrescente;;;X;-26.3063863;-51.2133432
PR;BR-153;Decrescente;;X;;-26.2989189;-51.2080499
PR;BR-153;Decrescente;X;;;-26.2923791;-51.2020146
PR;BR-153;Decrescente;;;;-26.2849958;-51.1970807
PR;BR-153;Decrescente;;;X;-26.2821457;-51.1879478
PR;BR-153;Decrescente;X;;;-26.2764244;-51.1802911
