UF;Rodovia;Sentido;Alta;Média;Baixa;Latitude;Longitude
RN;BR-406;Crescente;;;;-5.6629531;-35.4116762
RN;BR-406;Crescente;;;X;-5.670108;-35.4060773
RN;BR-406;Crescente;;X;;-5.6772377;-35.4005038
RN;BR-406;Crescente;;;;-5.6843935;-35.3949299
RN;BR-406;Crescente;;;;-5.6915473;-35.3893644
RN;BR-406;Crescente;;X;;-5.698715;-35.3837865
RN;BR-406;Crescente;;;;-5.7058715;-35.3782349
RN;BR-406;Crescente;;;X;-5.7130275;-35.3726869
RN;BR-406;Crescente;;;;-5.7201945;-35.3671283
RN;BR-406;Crescente;;;;-5.7273671;-35.3615826
RN;BR-406;Crescente;;;;-5.7345293;-35.3560301
RN;BR-406;Crescente;;;;-5.7401252;-35.3492158
RN;BR-406;Crescente;;;;-5.7432733;-35.3406788
RN;BR-406;Decrescente;;;X;-5.762963;-35.2875726
RN;BR-406;Decrescente;;;;-5.7613221;-35.2919255
RN;BR-406;Decrescente;;;;-5.7583196;-35.2999972
RN;BR-406;Decrescente;;;;-5.7552972;-35.308055
RN;BR-406;Decrescente;;;;-5.7522254;-35.3160966
RN;BR-406;Decrescente;;;;-5.7493161;-35.3242082
RN;BR-406;Decrescente;;;;-5.744726;-35.3368131
RN;BR-406;Decrescente;;;;-5.7433082;-35.3407112
RN;BR-406;Decrescente;;;;-5.7401516;-35.3492348
RN;BR-406;Decrescente;;;;-5.7345271;-35.3560672
RN;BR-406;Decrescente;;;;-5.7273608;-35.3616065
RN;BR-406;Decrescente;;;;-5.7202037;-35.3671586
RN;BR-406;Decrescente;;;;-5.7130372;-35.3727027
RN;BR-406;Decrescente;;;;-5.7058738;-35.3782647
RN;BR-406;Decrescente;;;;-5.6987163;-35.3838148
RN;BR-406;Decrescente;;;;-5.6915496;-35.3893834
RN;BR-406;Decrescente;;;;-5.684395;-35.394951
RN;BR-406;Decrescente;;;;-5.6772427;-35.4005293
RN;BR-406;Decrescente;;;;-5.6701119;-35.4061116
RN;BR-406;Decrescente;X;;;-5.6629643;-35.411701
RN;BR-406;Decrescente;;X;;-5.6558302;-35.4173122
RN;BR-406;Decrescente;;;;-5.6508488;-35.4243082
RN;BR-406;Decrescente;;;X;-5.6496625;-35.4332907
RN;BR-406;Decrescente;;;;-5.6484671;-35.4422616
RN;BR-406;Decrescente;;;X;-5.647275;-35.4512361
RN;BR-406;Decrescente;;;;-5.6460869;-35.4602117
RN;BR-406;Decrescente;;;;-5.6451054;-35.4691961
RN;BR-406;Decrescente;;;;-5.6461883;-35.47818
RN;BR-406;Decrescente;;;;-5.6472793;-35.4871726
RN;BR-406;Decrescente;;;;-5.6483659;-35.4961531
RN;BR-406;Decrescente;;;;-5.6494479;-35.5051436
RN;BR-406;Decrescente;;;X;-5.6505497;-35.5141274
RN;BR-406;Decrescente;;;;-5.6516464;-35.5231191
RN;BR-406;Decrescente;;;;-5.6028565;-35.6154329
RN;BR-406;Decrescente;;;;-5.6001128;-35.6170814
RN;BR-406;Decrescente;;;;-5.5968335;-35.6253761
RN;BR-406;Decrescente;;;;-5.5941446;-35.6339938
RN;BR-406;Decrescente;;;X;-5.5914667;-35.6426138
RN;BR-406;Decrescente;;;X;-5.5887747;-35.6512352
RN;BR-406;Decrescente;;;;-5.5860942;-35.659863
RN;BR-406;Decrescente;;;;-5.5834139;-35.6684751
RN;BR-406;Decrescente;;;;-5.5807309;-35.6770984
RN;BR-406;Decrescente;;;;-5.5780419;-35.6857223
RN;BR-406;Decrescente;;;;-5.5753659;-35.6943433
RN;BR-406;Decrescente;;;;-5.5726813;-35.7029699
RN;BR-406;Decrescente;;;;-5.569999;-35.7115829
RN;BR-406;Decrescente;;;;-5.5673201;-35.7202083
RN;BR-406;Decrescente;;;;-5.5646283;-35.7288341
RN;BR-406;Decrescente;;;;-5.5619399;-35.7374507
RN;BR-406;Decrescente;;;;-5.5592478;-35.7460703
RN;BR-406;Decrescente;;;;-5.5565578;-35.7546876
RN;BR-406;Decrescente;;;;-5.5538694;-35.7633083
RN;BR-406;Decrescente;;;;-5.5511766;-35.7719245
RN;BR-406;Decrescente;;;;-5.5484913;-35.7805428
RN;BR-406;Decrescente;;;;-5.5457997;-35.7891684
RN;BR-406;Decrescente;;;X;-5.5431172;-35.797788
RN;BR-406;Decrescente;;;X;-5.5380646;-35.8128009
RN;BR-406;Decrescente;X;;;-5.5364447;-35.8143254
RN;BR-406;Decrescente;;X;;-5.5282429;-35.8180676
RN;BR-406;Decrescente;;;;-5.5217658;-35.8237427
RN;BR-406;Decrescente;X;;;-5.5192386;-35.832437
RN;BR-406;Decrescente;;X;;-5.5166888;-35.8411278
RN;BR-406;Decrescente;;;X;-5.5141453;-35.8498235
RN;BR-406;Decrescente;;;X;-5.5114747;-35.8589409
RN;BR-406;Decrescente;;;;-5.5089469;-35.8675868
RN;BR-406;Decrescente;;;;-5.506414;-35.8762331
RN;BR-406;Decrescente;;;;-5.5014686;-35.8837032
RN;BR-406;Decrescente;;;;-5.4960184;-35.8908788
RN;BR-406;Decrescente;;X;;-5.490566;-35.89806
RN;BR-406;Decrescente;;;;-5.4851159;-35.9052235
RN;BR-406;Decrescente;;;;-5.4796671;-35.9123886
RN;BR-406;Decrescente;;;;-5.4742075;-35.9195566
RN;BR-406;Decrescente;;X;;-5.4687721;-35.9267129
RN;BR-406;Decrescente;;;;-5.4633102;-35.9338727
RN;BR-406;Decrescente;;;;-5.4578568;-35.9410478
RN;BR-406;Decrescente;;;;-5.4524017;-35.948222
RN;BR-406;Decrescente;;;;-5.4469548;-35.955377
RN;BR-406;Decrescente;;;;-5.4414899;-35.9625502
RN;BR-406;Decrescente;;;;-5.4360405;-35.9697178
RN;BR-406;Decrescente;;X;;-5.4306014;-35.9768699
RN;BR-406;Decrescente;;;;-5.4251544;-35.9840429
RN;BR-406;Decrescente;;;;-5.4197091;-35.9912141
RN;BR-406;Decrescente;;;;-5.4155198;-35.9991556
RN;BR-406;Decrescente;;;;-5.4117328;-36.007334
RN;BR-406;Decrescente;;;;-5.4079462;-36.0155054
RN;BR-406;Decrescente;;;;-5.4041581;-36.0236828
RN;BR-406;Decrescente;;;;-5.4003583;-36.0318617
RN;BR-406;Decrescente;;;;-5.3965619;-36.0400492
RN;BR-406;Decrescente;;;;-5.3927753;-36.0482119
RN;BR-406;Decrescente;;;;-5.3889866;-36.0563929
RN;BR-406;Decrescente;;;;-5.3852034;-36.0645565
RN;BR-406;Decrescente;;;;-5.3814075;-36.0727346
RN;BR-406;Decrescente;;;;-5.3776065;-36.0809099
RN;BR-406;Decrescente;;;;-5.3737987;-36.0890974
RN;BR-406;Decrescente;;;;-5.3700027;-36.0972635
RN;BR-406;Decrescente;;;;-5.3662128;-36.1054252
RN;BR-406;Decrescente;;;;-5.3624206;-36.1136173
RN;BR-406;Decrescente;;;;-5.3586617;-36.1217908
RN;BR-406;Decrescente;;;;-5.3548801;-36.1299566
RN;BR-406;Decrescente;;;;-5.3510852;-36.1381341
RN;BR-406;Decrescente;;;;-5.3472871;-36.1463142
RN;BR-406;Decrescente;;;;-5.3434977;-36.1544926
RN;BR-406;Decrescente;;;;-5.3397092;-36.1626706
RN;BR-406;Decrescente;;;;-5.3359235;-36.1708434
RN;BR-406;Decrescente;;;;-5.33213;-36.1790211
RN;BR-406;Decrescente;;;;-5.3283431;-36.1871981
RN;BR-406;Decrescente;;;;-5.3245479;-36.1953704
RN;BR-406;Decrescente;;;;-5.3209824;-36.2036486
RN;BR-406;Decrescente;;;;-5.3174239;-36.21193
RN;BR-406;Decrescente;;;;-5.3138835;-36.2202214
RN;BR-406;Decrescente;;;;-5.3103049;-36.2284934
RN;BR-406;Decrescente;;;;-5.3067316;-36.2367579
RN;BR-406;Decrescente;;;;-5.3031722;-36.245046
RN;BR-406;Decrescente;;;;-5.299618;-36.2533313
RN;BR-406;Decrescente;;;;-5.2960445;-36.2616103
RN;BR-406;Decrescente;;;;-5.292471;-36.2698917
RN;BR-406;Decrescente;;;;-5.2888704;-36.2781929
RN;BR-406;Decrescente;;;;-5.2852593;-36.2864577
RN;BR-406;Decrescente;;;;-5.2816186;-36.2947344
RN;BR-406;Decrescente;;;;-5.2780175;-36.3030207
RN;BR-406;Decrescente;;X;;-5.2744319;-36.3113024
RN;BR-406;Decrescente;;;;-5.270857;-36.3195889
RN;BR-406;Decrescente;;;;-5.2672791;-36.3278813
RN;BR-406;Decrescente;;;;-5.2637059;-36.3361811
RN;BR-406;Decrescente;;;;-5.2602388;-36.3445132
RN;BR-406;Decrescente;;;;-5.2568433;-36.3528786
RN;BR-406;Decrescente;;;;-5.2534612;-36.3612555
RN;BR-406;Decrescente;;;;-5.2500991;-36.3696315
RN;BR-406;Decrescente;;;X;-5.2467306;-36.3780156
RN;BR-406;Decrescente;X;;;-5.2433601;-36.3863943
RN;BR-406;Decrescente;X;;;-5.2399807;-36.3947482
RN;BR-406;Decrescente;;X;;-5.2366027;-36.4031248
RN;BR-406;Decrescente;;;X;-5.2332224;-36.411475
RN;BR-406;Decrescente;;;X;-5.2295334;-36.4197041
RN;BR-406;Decrescente;;;;-5.2258213;-36.4279143
RN;BR-406;Decrescente;;;X;-5.2221069;-36.4361267
RN;BR-406;Decrescente;;;X;-5.2184248;-36.4443571
RN;BR-406;Decrescente;;;;-5.2146875;-36.452577
RN;BR-406;Decrescente;;;;-5.2109859;-36.4608097
RN;BR-406;Decrescente;;;X;-5.2072742;-36.4690506
RN;BR-406;Decrescente;X;;;-5.2035588;-36.4773022
RN;BR-406;Decrescente;;;;-5.1998432;-36.4855597
RN;BR-406;Decrescente;;;;-5.1961458;-36.4938255
RN;BR-406;Decrescente;;;;-5.1924453;-36.5020802
RN;BR-406;Decrescente;;;;-5.1887462;-36.5103439
RN;BR-406;Decrescente;;;;-5.1850497;-36.5186023
RN;BR-406;Decrescente;;;X;-5.1813539;-36.5268627
RN;BR-406;Decrescente;;;;-5.1776467;-36.5351393
RN;BR-406;Decrescente;;;;-5.1739565;-36.5433895
RN;BR-406;Decrescente;;;;-5.1702555;-36.5516547
RN;BR-406;Decrescente;;;;-5.1665732;-36.5599152
RN;BR-406;Decrescente;;;;-5.1628806;-36.5681757
RN;BR-406;Decrescente;;;;-5.1591922;-36.5764414
RN;BR-406;Decrescente;;;;-5.1555428;-36.5846377
RN;BR-406;Decrescente;;;;-5.1520349;-36.5925628
RN;BR-406;Decrescente;;;;-5.1489538;-36.6006776
RN;BR-406;Decrescente;;;X;-5.145694;-36.6082861
RN;BR-406;Decrescente;;;;-5.138445;-36.6132989
RN;BR-406;Decrescente;;;X;-5.1312252;-36.6183353
RN;BR-406;Decrescente;;;;-5.1240973;-36.6235238
RN;BR-101;Crescente;;X;;-5.1571451;-35.4998575
RN;BR-101;Crescente;;;;-5.172543;-35.5071229
RN;BR-101;Crescente;;;;-5.1733627;-35.5075122
RN;BR-101;Crescente;;;X;-5.1815393;-35.5113798
RN;BR-101;Crescente;;;X;-5.1896504;-35.508745
RN;BR-101;Crescente;;;;-5.196683;-35.5030493
RN;BR-101;Crescente;;;X;-5.2036652;-35.4960773
RN;BR-101;Crescente;;;;-5.2098777;-35.4933005
RN;BR-101;Crescente;;;X;-5.2178905;-35.4973908
RN;BR-101;Crescente;;;;-5.2262309;-35.4954068
RN;BR-101;Crescente;;;;-5.2339225;-35.4907137
RN;BR-101;Crescente;;;;-5.2416008;-35.4860335
RN;BR-101;Crescente;;;;-5.2492733;-35.4813454
RN;BR-101;Crescente;;;;-5.256945;-35.4766537
RN;BR-101;Crescente;;;;-5.2646333;-35.4719769
RN;BR-101;Crescente;;;X;-5.2723185;-35.4672953
RN;BR-101;Crescente;;;X;-5.2787721;-35.4612983
RN;BR-101;Crescente;;;;-5.2829801;-35.4533255
RN;BR-101;Crescente;;;X;-5.2872456;-35.4453723
RN;BR-101;Crescente;;;X;-5.2914869;-35.437419
RN;BR-101;Crescente;;;X;-5.2976568;-35.4264379
RN;BR-101;Crescente;;;;-5.3023067;-35.4236899
RN;BR-101;Crescente;;;;-5.3104812;-35.4197663
RN;BR-101;Crescente;;;;-5.3180476;-35.4148223
RN;BR-101;Crescente;;;;-5.3248254;-35.4087841
RN;BR-101;Crescente;;;X;-5.3316671;-35.402824
RN;BR-101;Crescente;;;X;-5.3386312;-35.3970263
RN;BR-101;Crescente;;;;-5.3462624;-35.3921244
RN;BR-101;Crescente;;;;-5.3614897;-35.3823483
RN;BR-101;Crescente;;;;-5.3615282;-35.3823224
RN;BR-101;Crescente;;;;-5.3714543;-35.3759498
RN;BR-101;Crescente;;;;-5.3768058;-35.3725259
RN;BR-101;Crescente;;;;-5.3844692;-35.367636
RN;BR-101;Crescente;;;;-5.3932398;-35.3654487
RN;BR-101;Crescente;;;X;-5.4020459;-35.3633085
RN;BR-101;Crescente;;;;-5.4091047;-35.3562528
RN;BR-101;Crescente;;;;-5.4150227;-35.3507532
RN;BR-101;Crescente;;;;-5.4237251;-35.3484002
RN;BR-101;Crescente;;;;-5.4325125;-35.3465745
RN;BR-101;Crescente;;;;-5.4411715;-35.3490655
RN;BR-101;Crescente;;;X;-5.4492621;-35.3465626
RN;BR-101;Crescente;;;X;-5.4583226;-35.3365196
RN;BR-101;Crescente;;;;-5.46047;-35.3325262
RN;BR-101;Crescente;;;X;-5.467265;-35.3271647
RN;BR-101;Crescente;;;;-5.4833633;-35.324733
RN;BR-101;Crescente;;;;-5.4851421;-35.3244559
RN;BR-101;Crescente;;;X;-5.4940861;-35.3231028
RN;BR-101;Crescente;;;;-5.5046201;-35.3215118
RN;BR-101;Crescente;;;;-5.5119569;-35.3203935
RN;BR-101;Crescente;;;X;-5.5209044;-35.3190408
RN;BR-101;Crescente;;;X;-5.5298467;-35.3177023
RN;BR-101;Crescente;;;;-5.5387822;-35.3163469
RN;BR-101;Crescente;;;X;-5.5470023;-35.3127762
RN;BR-101;Crescente;;;;-5.5537903;-35.3067849
RN;BR-101;Crescente;;;X;-5.5605493;-35.3007624
RN;BR-101;Crescente;;;X;-5.5673185;-35.2947387
RN;BR-101;Crescente;;;;-5.5740867;-35.2887177
RN;BR-101;Crescente;;;X;-5.580857;-35.2826984
RN;BR-101;Crescente;;;;-5.5889602;-35.2754646
RN;BR-101;Crescente;;;;-5.5943748;-35.2706602
RN;BR-101;Crescente;;;;-5.6011209;-35.2646516
RN;BR-101;Crescente;;;;-5.6078653;-35.2586306
RN;BR-101;Crescente;;;;-5.6146585;-35.2526656
RN;BR-101;Crescente;;;;-5.622897;-35.2492041
RN;BR-101;Crescente;;;X;-5.6318835;-35.2494364
RN;BR-101;Crescente;;;X;-5.64358;-35.2503241
RN;BR-101;Crescente;;;X;-5.6522209;-35.2496823
RN;BR-101;Crescente;;;;-5.6590314;-35.2478985
RN;BR-101;Crescente;;;;-5.6658796;-35.2526068
RN;BR-101;Crescente;;;X;-5.6718285;-35.2591075
RN;BR-101;Crescente;;;;-5.679792;-35.26284
RN;BR-101;Crescente;;;;-5.68879;-35.2630369
RN;BR-101;Crescente;;;;-5.7044136;-35.2657597
RN;BR-101;Crescente;;;;-5.7060626;-35.2664921
RN;BR-101;Crescente;;;;-5.7132979;-35.2718391
RN;BR-101;Crescente;;;;-5.7220079;-35.2783095
RN;BR-101;Crescente;;;;-5.725499;-35.2839058
RN;BR-101;Crescente;;;;-5.7309403;-35.2910172
RN;BR-101;Crescente;;;;-5.7398749;-35.2903961
RN;BR-101;Crescente;;;;-5.7487769;-35.289362
RN;BR-101;Crescente;;;;-5.7576645;-35.2882982
RN;BR-101;Decrescente;;;;-5.7628576;-35.287011
RN;BR-101;Decrescente;;;;-5.7576556;-35.2883113
RN;BR-101;Decrescente;;;;-5.748763;-35.2893688
RN;BR-101;Decrescente;;;X;-5.7398622;-35.290392
RN;BR-101;Decrescente;;;;-5.7309557;-35.2909459
RN;BR-101;Decrescente;;;;-5.7256511;-35.2838278
RN;BR-101;Decrescente;;;X;-5.7211802;-35.2761425
RN;BR-101;Decrescente;;;X;-5.7132829;-35.2718429
RN;BR-101;Decrescente;;X;;-5.7060468;-35.2665051
RN;BR-101;Decrescente;;;X;-5.6977731;-35.2630021
RN;BR-101;Decrescente;;;X;-5.6887808;-35.2630763
RN;BR-101;Decrescente;;;X;-5.679772;-35.2628827
RN;BR-101;Decrescente;;;X;-5.6718016;-35.2591273
RN;BR-101;Decrescente;;;;-5.6658644;-35.2525947
RN;BR-101;Decrescente;;;X;-5.6590178;-35.2479205
RN;BR-101;Decrescente;;;X;-5.6503454;-35.250228
RN;BR-101;Decrescente;;;X;-5.6408655;-35.2501657
RN;BR-101;Decrescente;;;;-5.6318759;-35.2494911
RN;BR-101;Decrescente;;;;-5.6228926;-35.2492558
RN;BR-101;Decrescente;;;;-5.6146765;-35.2527013
RN;BR-101;Decrescente;;;;-5.607897;-35.2586757
RN;BR-101;Decrescente;;;;-5.6011536;-35.2646928
RN;BR-101;Decrescente;;;X;-5.5944003;-35.2707141
RN;BR-101;Decrescente;;;;-5.5876499;-35.2767282
RN;BR-101;Decrescente;;;;-5.580882;-35.282749
RN;BR-101;Decrescente;;;;-5.5741144;-35.2887731
RN;BR-101;Decrescente;;;;-5.567352;-35.2947935
RN;BR-101;Decrescente;;;;-5.5605847;-35.30082
RN;BR-101;Decrescente;;;;-5.5538194;-35.3068359
RN;BR-101;Decrescente;;;;-5.5470245;-35.3128278
RN;BR-101;Decrescente;;;;-5.5387717;-35.3164087
RN;BR-101;Decrescente;;;;-5.5298356;-35.3177557
RN;BR-101;Decrescente;;;X;-5.5208936;-35.3191074
RN;BR-101;Decrescente;;;;-5.5119474;-35.3204515
RN;BR-101;Decrescente;;;X;-5.503022;-35.3218018
RN;BR-101;Decrescente;;;X;-5.4940797;-35.3231642
RN;BR-101;Decrescente;;;;-5.4851514;-35.3245212
RN;BR-101;Decrescente;;;;-5.4762064;-35.3258807
RN;BR-101;Decrescente;;;;-5.4672675;-35.3272246
RN;BR-101;Decrescente;;;;-5.4604856;-35.3325423
RN;BR-101;Decrescente;;;;-5.45558;-35.3401205
RN;BR-101;Decrescente;;;;-5.4492703;-35.3465857
RN;BR-101;Decrescente;;;;-5.4411597;-35.3490988
RN;BR-101;Decrescente;;;;-5.4325022;-35.3466179
RN;BR-101;Decrescente;;;;-5.4237311;-35.34846
RN;BR-101;Decrescente;;;X;-5.4150402;-35.3508067
RN;BR-101;Decrescente;;;;-5.4085085;-35.3569474
RN;BR-101;Decrescente;;;X;-5.4020684;-35.3633524
RN;BR-101;Decrescente;;;X;-5.393245;-35.3654956
RN;BR-101;Decrescente;;;X;-5.3844752;-35.36768
RN;BR-101;Decrescente;;;;-5.3768218;-35.3725631
RN;BR-101;Decrescente;;;X;-5.3691779;-35.3774711
RN;BR-101;Decrescente;;;X;-5.3615418;-35.3823652
RN;BR-101;Decrescente;;;;-5.3539133;-35.3872681
RN;BR-101;Decrescente;;X;;-5.3462807;-35.3921654
RN;BR-101;Decrescente;;;;-5.3386447;-35.3970642
RN;BR-101;Decrescente;;;X;-5.3316861;-35.40286
RN;BR-101;Decrescente;;;X;-5.3248172;-35.4088415
RN;BR-101;Decrescente;;;;-5.3180634;-35.4148558
RN;BR-101;Decrescente;;;X;-5.3104939;-35.419812
RN;BR-101;Decrescente;;;;-5.3023235;-35.423744
RN;BR-101;Decrescente;;;;-5.2957648;-35.4294997
RN;BR-101;Decrescente;;;;-5.291526;-35.4374602
RN;BR-101;Decrescente;;;X;-5.2872903;-35.445409
RN;BR-101;Decrescente;;;;-5.2830214;-35.4533566
RN;BR-101;Decrescente;;;X;-5.2788042;-35.461333
RN;BR-101;Decrescente;;;;-5.2723284;-35.4673436
RN;BR-101;Decrescente;;;;-5.2646425;-35.4720213
RN;BR-101;Decrescente;;;;-5.256962;-35.4766992
RN;BR-101;Decrescente;;;;-5.2492858;-35.4813918
RN;BR-101;Decrescente;;;;-5.2416119;-35.486085
RN;BR-101;Decrescente;;;;-5.2339268;-35.4907609
RN;BR-101;Decrescente;;;;-5.2262302;-35.4954394
RN;BR-101;Decrescente;;;;-5.2178598;-35.4974345
RN;BR-101;Decrescente;;;;-5.2098463;-35.4933363
RN;BR-101;Decrescente;;;;-5.203187;-35.4968555
RN;BR-101;Decrescente;;;;-5.1966889;-35.5030827
RN;BR-101;Decrescente;;X;;-5.1896489;-35.5087572
RN;BR-101;Decrescente;;;X;-5.18151;-35.5114066
RN;BR-101;Decrescente;;;;-5.1733373;-35.5075336
RN;BR-101;Decrescente;X;;;-5.1650517;-35.5035922
MA;BR-222;Crescente;X;;;-3.5728553;-44.6879685
MA;BR-222;Crescente;X;;;-3.5707494;-44.694392
MA;BR-222;Crescente;X;;;-3.565528;-44.7019578
MA;BR-222;Crescente;X;;;-3.5606544;-44.7097042
MA;BR-222;Crescente;X;;;-3.5574912;-44.7183345
MA;BR-222;Crescente;X;;;-3.5542623;-44.7269416
MA;BR-222;Crescente;X;;;-3.5510934;-44.7355567
MA;BR-222;Crescente;X;;;-3.5449632;-44.7418557
MA;BR-222;Crescente;X;;;-3.5366363;-44.7457232
MA;BR-222;Crescente;X;;;-3.5283213;-44.7495977
MA;BR-222;Crescente;X;;;-3.5200012;-44.7534756
MA;BR-222;Crescente;X;;;-3.5116877;-44.7573424
MA;BR-222;Crescente;X;;;-3.5022423;-44.7617824
MA;BR-222;Crescente;X;;;-3.4950752;-44.7651352
MA;BR-222;Crescente;X;;;-3.4862632;-44.7665421
MA;BR-222;Crescente;X;;;-3.4772075;-44.7671654
MA;BR-222;Crescente;X;;;-3.4691883;-44.7714724
MA;BR-222;Crescente;X;;;-3.4611149;-44.779572
MA;BR-222;Crescente;;X;;-3.4598627;-44.7851254
MA;BR-222;Crescente;X;;;-3.45787;-44.7940298
MA;BR-222;Crescente;X;;;-3.4563081;-44.8009925
MA;BR-222;Crescente;;;X;-3.4545301;-44.8089396
MA;BR-222;Crescente;;X;;-3.4527531;-44.8168643
MA;BR-222;Crescente;X;;;-3.4895913;-44.8776799
MA;BR-222;Crescente;X;;;-3.4906035;-44.8784452
MA;BR-222;Crescente;X;;;-3.4956451;-44.8807786
MA;BR-222;Crescente;X;;;-3.5011095;-44.8821698
MA;BR-222;Crescente;X;;;-3.506553;-44.8835719
MA;BR-222;Crescente;X;;;-3.511989;-44.8849843
MA;BR-222;Crescente;X;;;-3.5174279;-44.886396
MA;BR-222;Crescente;X;;;-3.5228421;-44.8878343
MA;BR-222;Crescente;;;X;-3.5283563;-44.8869248
MA;BR-222;Crescente;X;;;-3.5334146;-44.8883483
MA;BR-222;Crescente;;X;;-3.5378383;-44.8918177
MA;BR-222;Crescente;X;;;-3.5417855;-44.8957313
MA;BR-222;Crescente;X;;;-3.5445563;-44.9006267
MA;BR-222;Crescente;X;;;-3.5473324;-44.9055189
MA;BR-222;Crescente;X;;;-3.5501064;-44.910437
MA;BR-222;Crescente;X;;;-3.5528746;-44.915326
MA;BR-222;Crescente;X;;;-3.5556209;-44.9202317
MA;BR-222;Crescente;;X;;-3.5583885;-44.9251472
MA;BR-222;Crescente;X;;;-3.5611237;-44.9300527
MA;BR-222;Crescente;X;;;-3.5638483;-44.9349631
MA;BR-222;Crescente;X;;;-3.5665826;-44.939869
MA;BR-222;Crescente;X;;;-3.5693163;-44.9447886
MA;BR-222;Crescente;;;;-3.5720363;-44.9497203
MA;BR-222;Crescente;;;;-3.5769374;-44.9585997
MA;BR-222;Crescente;X;;;-3.5778524;-44.9602766
MA;BR-222;Crescente;X;;;-3.583937;-44.9713267
MA;BR-222;Crescente;X;;;-3.5913949;-44.9849752
MA;BR-222;Crescente;X;;;-3.5969319;-44.9988794
MA;BR-222;Crescente;X;;;-3.5925474;-45.0138165
MA;BR-222;Crescente;X;;;-3.5881292;-45.0287478
MA;BR-222;Crescente;X;;;-3.5836998;-45.0436824
MA;BR-222;Crescente;X;;;-3.5849518;-45.0591957
MA;BR-222;Crescente;X;;;-3.5864278;-45.0747088
MA;BR-222;Crescente;X;;;-3.5878937;-45.0902327
MA;BR-222;Crescente;X;;;-3.5953534;-45.1038852
MA;BR-222;Crescente;X;;;-3.6051457;-45.121397
MA;BR-222;Crescente;X;;;-3.6105467;-45.1310679
MA;BR-222;Crescente;X;;;-3.6181036;-45.1446999
MA;BR-222;Crescente;X;;;-3.6256142;-45.1583278
MA;BR-222;Crescente;X;;;-3.6330774;-45.1719959
MA;BR-222;Crescente;X;;;-3.6405212;-45.1856802
MA;BR-222;Crescente;X;;;-3.6448051;-45.1936254
MA;BR-222;Crescente;X;;;-3.649084;-45.2015773
MA;BR-222;Crescente;X;;;-3.6533527;-45.2095454
MA;BR-222;Crescente;X;;;-3.6576076;-45.2175072
MA;BR-222;Crescente;X;;;-3.6618846;-45.2254659
MA;BR-222;Crescente;X;;;-3.6661208;-45.233461
MA;BR-222;Crescente;X;;;-3.6703604;-45.2414291
MA;BR-222;Crescente;X;;;-3.6746117;-45.2494012
MA;BR-222;Crescente;X;;;-3.6788596;-45.2573794
MA;BR-222;Crescente;X;;;-3.6830839;-45.2653701
MA;BR-222;Crescente;X;;;-3.6873041;-45.2733544
MA;BR-222;Crescente;X;;;-3.6915315;-45.2813307
MA;BR-222;Crescente;X;;;-3.695747;-45.2893191
MA;BR-222;Crescente;;;X;-3.6999431;-45.2973373
MA;BR-222;Crescente;;;;-3.7041537;-45.3053195
MA;BR-222;Crescente;;;;-3.6761033;-45.3909403
MA;BR-222;Crescente;;;X;-3.676209;-45.3909916
MA;BR-222;Crescente;;;;-3.6835559;-45.396265
MA;BR-222;Crescente;;X;;-3.690616;-45.4019011
MA;BR-222;Crescente;;;;-3.6974474;-45.4078356
MA;BR-222;Crescente;;;;-3.7042929;-45.4137732
MA;BR-222;Crescente;;;X;-3.7118753;-45.4186455
MA;BR-222;Crescente;;;;-3.7199496;-45.4227357
MA;BR-222;Crescente;;;;-3.7279128;-45.4270235
MA;BR-222;Crescente;;;;-3.7353863;-45.4321334
MA;BR-222;Crescente;;;X;-3.7428599;-45.4372598
MA;BR-222;Crescente;;;X;-3.7503179;-45.4423705
MA;BR-222;Crescente;;;;-3.7577944;-45.4474724
MA;BR-222;Crescente;;;X;-3.7652992;-45.4525529
MA;BR-222;Crescente;;;;-3.7728053;-45.4576201
MA;BR-222;Crescente;;;X;-3.7803447;-45.462648
MA;BR-222;Crescente;;;;-3.7879047;-45.4676153
MA;BR-222;Crescente;;;X;-3.7954905;-45.4725538
MA;BR-222;Crescente;;;;-3.8031018;-45.4774699
MA;BR-222;Crescente;;;;-3.8107427;-45.4823351
MA;BR-222;Crescente;;;;-3.8184014;-45.4871558
MA;BR-222;Crescente;;;;-3.8260475;-45.4919947
MA;BR-222;Crescente;;;;-3.8314372;-45.4992546
MA;BR-222;Crescente;X;;;-3.8366743;-45.5066433
MA;BR-222;Crescente;X;;;-3.8419532;-45.5140259
MA;BR-222;Crescente;;X;;-3.8472576;-45.5213524
MA;BR-222;Crescente;X;;;-3.8526075;-45.5286606
MA;BR-222;Crescente;X;;;-3.8579957;-45.5359482
MA;BR-222;Crescente;X;;;-3.8634202;-45.543208
MA;BR-222;Crescente;X;;;-3.868875;-45.5504428
MA;BR-222;Crescente;X;;;-3.8743791;-45.5576381
MA;BR-222;Crescente;X;;;-3.8805325;-45.5642534
MA;BR-222;Crescente;;;;-3.887414;-45.5701275
MA;BR-222;Crescente;;;X;-3.8943628;-45.5759497
MA;BR-222;Crescente;;;X;-3.9013586;-45.5817039
MA;BR-222;Crescente;;X;;-3.9078269;-45.5880393
MA;BR-222;Crescente;;X;;-3.9139129;-45.5947216
MA;BR-222;Crescente;;;X;-3.917682;-45.6028205
MA;BR-222;Crescente;X;;;-3.9209748;-45.6112378
MA;BR-222;Crescente;;X;;-3.9274488;-45.6175444
